Timestamp,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,SMA_50,SMA_200,EMA_50,EMA_200
16-12-2024 19:00,107078.6,107078.61,105797.41,106583.12,3277.26405,66.7456758,882.1294894,708.9503675,173.1791219,103469.993,100473.0072,103897.9524,100473.0072
16-12-2024 20:00,106583.13,106648.48,105762.56,105808.36,1901.28728,58.08749714,819.3965045,731.0395949,88.3569096,103568.2406,100502.4366,103972.8704,100526.0953
16-12-2024 21:00,105808.36,106274.9,105688.93,106057.77,880.5882,59.89123751,780.8048325,740.9926424,39.8121901,103663.1252,100530.6815,104054.6311,100581.1369
16-12-2024 22:00,106057.78,106301.59,105721.39,105815.99,620.69466,57.31611231,722.3838378,737.2708815,-14.88704364,103764.245,100561.1278,104123.704,100633.225
16-12-2024 23:00,105816,106064,105480.02,106058.66,756.03796,59.21172998,687.7383994,727.3643851,-39.62598564,103863.9246,100591.861,104199.5846,100687.2094
17-12-2024 00:00,106058.65,106244.4,105657.34,105856.51,1086.89201,56.94306705,636.6311369,709.2177354,-72.58659856,103958.7022,100621.9788,104264.5621,100738.6452
17-12-2024 01:00,105856.51,106469.29,105744.62,106376,1112.03906,61.07092238,630.7755763,693.5293036,-62.75372729,104057.8222,100654.1389,104347.3636,100794.7383
17-12-2024 02:00,106376.01,106590.55,106197.74,106269.14,804.33118,59.8008989,610.4751163,676.9184662,-66.44334982,104154.3566,100687.1797,104422.7274,100849.21
17-12-2024 03:00,106269.15,107000,106240.5,106866.49,879.61902,64.27355453,635.265068,668.5877865,-33.32271852,104248.9968,100721.0072,104518.5612,100909.0834
17-12-2024 04:00,106866.5,106866.5,106412.99,106500.77,533.2583,59.88075944,618.2736619,658.5249616,-40.25129974,104342.3892,100754.511,104596.2949,100964.7221
17-12-2024 05:00,106500.77,106823.28,106448,106817.43,576.75389,62.28434435,623.1760797,651.4551852,-28.27910553,104444.0614,100788.4633,104683.3982,101022.958
17-12-2024 06:00,106817.44,106845,106368.45,106549.98,543.19883,59.06567745,598.5802409,640.8801963,-42.29995545,104527.7376,100820.1132,104756.5975,101077.9532
17-12-2024 07:00,106549.99,107143.29,106478,106805.75,1284.61121,61.13418269,592.8918744,631.282532,-38.39065754,104620.6668,100848.594,104836.9564,101134.9462
17-12-2024 08:00,106805.75,107550.02,106753.53,107406.61,1330.80553,65.53969581,629.6104263,630.9481108,-1.337684494,104733.603,100887.3452,104937.7272,101197.3508
17-12-2024 09:00,107406.61,107474.1,107130,107306.03,693.66559,64.22728062,643.1799992,633.3944885,9.785510689,104845.0818,100926.2327,105030.6018,101258.1337
17-12-2024 10:00,107306.03,107343.82,106897.44,107209.67,792.66466,62.92718593,638.7949067,634.4745722,4.320334565,104948.9722,100966.3016,105116.0554,101317.353
17-12-2024 11:00,107209.67,107329.49,106708.86,106808.31,805.81206,57.68911579,596.062257,626.7921091,-30.72985214,105039.8516,101004.8889,105182.4184,101371.9894
17-12-2024 12:00,106808.31,107177.55,106534.29,107136.01,997.93197,60.57470798,581.930839,617.8198551,-35.88901609,105136.9718,101043.429,105259.0298,101429.3428
17-12-2024 13:00,107136.01,107620.09,106981.06,107298.42,795.32765,61.95939395,577.1833082,609.6925457,-32.50923748,105229.5114,101082.7418,105339.0059,101487.7416
17-12-2024 14:00,107298.42,108353,107056.13,108258.39,2997.397586,68.91005227,643.4649487,616.4470263,27.0179224,105335.7484,101128.8105,105453.4915,101555.1112
17-12-2024 15:00,108258.38,108258.38,105725.99,106478.47,4148.52325,50.48936197,546.0741548,602.372452,-56.29829721,105409.6248,101163.3203,105493.6868,101604.0999
17-12-2024 16:00,106478.48,107100.86,106148,107075.72,1719.4703,54.85065379,511.1916336,584.1362883,-72.94465474,105491.2518,101204.1932,105555.7273,101658.5438
17-12-2024 17:00,107075.73,107617.12,106713.96,107506.37,1501.46563,57.74124263,512.3903234,569.7870954,-57.39677192,105587.299,101249.6946,105632.2231,101716.7312
17-12-2024 18:00,107506.37,107633,106410.55,106551.89,1312.39668,50.08723366,431.3494072,542.0995577,-110.7501505,105655.7952,101288.8815,105668.2884,101764.8422
17-12-2024 19:00,106551.89,106986.44,106216.06,106475.89,1342.0232,49.52430588,356.8774711,505.0551404,-148.1776693,105722.033,101330.8186,105699.9591,101811.7183
17-12-2024 20:00,106475.89,106903.99,106156.22,106732.98,1003.81925,51.5096563,314.9721368,467.0385397,-152.0664029,105792.6126,101371.4782,105740.4697,101860.6861
17-12-2024 21:00,106732.98,106799.18,106236.53,106411.54,442.63546,48.91887501,252.9089589,424.2126235,-171.3036647,105855.7844,101408.5158,105766.7862,101905.9682
17-12-2024 22:00,106411.53,106419.38,105321.49,105972.01,1143.43647,45.5455272,166.3395863,372.6380161,-206.2984298,105912.328,101437.5945,105774.8342,101946.4263
17-12-2024 23:00,105972,106350.01,105550,106133.74,1216.85768,46.99395486,109.5205099,320.0145148,-210.4940049,105977.8216,101479.2032,105788.9089,101988.0911
18-12-2024 00:00,106133.74,106460,105620.03,106098.93,999.41593,46.70599365,60.97917645,268.2074472,-207.2282707,106034.2538,101520.4776,105801.0666,102028.995
18-12-2024 01:00,106098.92,106524.98,104942.32,105332.84,2375.39062,40.78311495,-38.85929479,206.7940988,-245.6533936,106051.6308,101560.3016,105782.7048,102061.8691
18-12-2024 02:00,105335.23,105651.88,105016,105312.91,985.53584,40.63873311,-118.2273358,141.7898118,-260.0171477,106048.99,101597.9828,105764.2815,102094.2178
18-12-2024 03:00,105312.9,105331.63,104581.58,104763.98,1424.59685,36.77683444,-222.8522417,68.86140114,-291.7136428,106033.6298,101636.4511,105725.054,102120.7826
18-12-2024 04:00,104763.99,104763.99,103516.98,103868.01,2603.97627,31.51290209,-373.7570854,-19.66229616,-354.0947892,106019.2836,101674.5311,105652.2287,102138.1679
18-12-2024 05:00,103868,104125.18,103276,103572.17,1659.2154,29.98669768,-511.3278081,-117.9953986,-393.3324095,105999.0814,101707.932,105570.6578,102152.4366
18-12-2024 06:00,103572.16,104000.21,103137.82,103794.65,1754.3718,32.62919647,-595.536348,-213.5035884,-382.0327596,105981.2514,101741.9852,105501.0104,102168.777
18-12-2024 07:00,103794.65,104317.82,103702.32,104250.75,1239.07366,37.81122739,-618.3409152,-294.4710538,-323.8698614,105965.7064,101776.8566,105451.9806,102189.4932
18-12-2024 08:00,104250.75,104378.92,103729.18,103805.43,707.25432,34.98198875,-664.6852238,-368.5138878,-296.171336,105938.8154,101806.5442,105387.41,102205.5721
18-12-2024 09:00,103805.42,104435,103804.66,104047.99,794.73016,37.71573871,-674.0705913,-429.6252285,-244.4453628,105919.9194,101837.0541,105334.8837,102223.9047
18-12-2024 10:00,104047.99,104659.25,103984,104531.03,547.48679,42.86751306,-635.2089778,-470.7419784,-164.4669995,105919.8312,101876.4092,105303.36,102246.8611
